Search keyword
All time
Account name,Customer ID,Search keyword,Search keyword status,Search keyword status reasons,Search keyword match type,Campaign,Ad group,Currency code,Keyword max CPC,Month,Clicks,Impr.,CTR,Avg. CPC,Avg. CPC (Converted currency),Cost,Cost (Converted currency),Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Cost / conv. (Converted currency),Conv. rate,Avg. CPM (Converted currency),Revenue,Converted currency code
Risk Top Tactical,716-310-8729,risk tactical,Eligible,,Broad match,Search,Risk,MXN,15.00,May 2025,430,"1,177",36.53%,2.68, --,1153.49, --,92.46%,96.89%,11.45,0,100.74, --,2.66%, --,16283.16,MXN
Risk Top Tactical,716-310-8729,511,Eligible,,Broad match,Search,5.11,MXN,40.00,March 2025,429,"1,652",25.97%,2.78, --,1193.46, --,51.16%,64.28%,4.50,0,265.21, --,1.05%, --,1183.50,MXN
Risk Top Tactical,716-310-8729,tienda 511,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,April 2022,426,"1,928",22.10%,2.72, --,1160.36, --,54.59%,89.71%,3.00,0,386.79, --,0.70%, --,758.00,MXN
Risk Top Tactical,716-310-8729,511 tactical,Eligible,,Broad match,Search,5.11,MXN,40.00,November 2024,424,"1,091",38.86%,3.35, --,1421.36, --,66.28%,91.95%,5.00,0,284.27, --,1.18%, --,4570.00,MXN
Risk Top Tactical,716-310-8729,511,Eligible,,Broad match,Search,5.11,MXN,40.00,September 2024,422,"1,407",29.99%,3.20, --,1351.52, --,72.65%,90.42%,4.00,0,337.88, --,0.95%, --,6595.66,MXN
Risk Top Tactical,716-310-8729,5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,March 2022,421,"1,432",29.40%,2.02, --,850.75, --,68.77%,89.08%,15.00,0,56.72, --,3.56%, --,199.00,MXN
Risk Top Tactical,716-310-8729,511,Eligible,,Broad match,Search,5.11,MXN,40.00,August 2024,420,"1,347",31.18%,2.52, --,1058.63, --,67.26%,90.06%,1.00,0,1058.63, --,0.24%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11,Eligible,,Broad match,Search,5.11,MXN,40.00,June 2024,419,794,52.77%,1.91, --,799.95, --,80.33%,96.93%,1.00,0,799.95, --,0.24%, --,374.70,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,October 2025,416,"1,996",20.84%,3.55, --,1477.90, --,57.27%,86.97%,64.74,0,22.83, --,15.56%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tactico 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,August 2022,414,"5,088",8.14%,1.77, --,734.44, --,43.54%,74.78%,4.00,0,183.61, --,0.97%, --,1231.00,MXN
Risk Top Tactical,716-310-8729,accesorios tacticos militares,Removed,removed,Broad match,Search,5.11,MXN,0,May 2024,409,"5,097",8.02%,1.52, --,621.36, --,14.34%,37.02%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,July 2021,409,"2,316",17.66%,1.37, --,562.24, --,27.79%,79.11%,4.00,0,140.56, --,0.98%, --,13783.00,MXN
Risk Top Tactical,716-310-8729,5.11 mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,November 2022,409,"1,058",38.66%,1.54, --,628.84, --,68.48%,97.77%,7.00,0,89.83, --,1.71%, --,12893.90,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,November 2025,405,"2,167",18.69%,4.55, --,1843.75, --,59.53%,90.56%,67.03,0,27.51, --,16.55%, --,2590.00,MXN
Risk Top Tactical,716-310-8729,511,Eligible,,Broad match,Search,5.11,MXN,40.00,June 2025,403,"1,896",21.26%,4.51, --,1817.12, --,69.51%,89.74%,5.00,0,363.42, --,1.24%, --,20414.15,MXN
Risk Top Tactical,716-310-8729,5.11 mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,August 2024,401,612,65.52%,3.09, --,1239.89, --,89.43%,97.65%,4.64,0,267.42, --,1.16%, --,11482.55,MXN
Risk Top Tactical,716-310-8729,5.11 clothing,Eligible,,Broad match,Search,Ropa 5.11,MXN,40.00,April 2026,400,"2,004",19.96%,3.29, --,1314.12, --,74.14%,93.19%,2.00,0,657.06, --,0.50%, --,4248.02,MXN
Risk Top Tactical,716-310-8729,risk tactical,Eligible,,Broad match,Search,Risk,MXN,15.00,March 2025,398,859,46.33%,2.10, --,834.01, --,65.77%,66.87%,13.00,0,64.15, --,3.27%, --,53064.15,MXN
Risk Top Tactical,716-310-8729,tienda 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,October 2021,397,"2,152",18.45%,2.66, --,1057.15, --,49.43%,77.98%,7.00,0,151.02, --,1.76%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,April 2023,392,"1,388",28.24%,1.92, --,753.04, --,64.31%,89.35%,11.00,0,68.46, --,2.81%, --,799.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,February 2023,389,"1,490",26.11%,2.18, --,849.23, --,56.81%,92.81%,10.00,0,84.92, --,2.57%, --,7420.00,MXN
Risk Top Tactical,716-310-8729,5.11 stryke,Removed,removed,Broad match,Search,5.11,MXN,0,August 2023,388,"1,417",27.38%,1.96, --,759.12, --,70.27%,94.23%,10.00,0,75.91, --,2.58%, --,12244.45,MXN
Risk Top Tactical,716-310-8729,5.11 mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,December 2022,388,942,41.19%,1.74, --,676.08, --,77.62%,97.30%,3.00,0,225.36, --,0.77%, --,14244.87,MXN
Risk Top Tactical,716-310-8729,tiendas tacticas,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,August 2022,388,"3,918",9.90%,2.37, --,920.93, --,45.56%,62.56%,17.00,0,54.17, --,4.38%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,March 2023,388,"1,598",24.28%,1.89, --,734.10, --,56.00%,89.05%,7.00,0,104.87, --,1.80%, --,1790.00,MXN
Risk Top Tactical,716-310-8729,risk tactical,Eligible,,Broad match,Search,Risk,MXN,15.00,May 2024,386,568,67.96%,1.99, --,768.55, --,97.44%,98.35%,8.37,0,91.79, --,2.17%, --,19953.59,MXN
Risk Top Tactical,716-310-8729,tienda 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,March 2024,380,"1,405",27.05%,1.73, --,657.06, --,74.22%,89.24%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,August 2021,379,"1,889",20.06%,1.61, --,609.59, --,30.45%,80.23%,1.00,0,609.59, --,0.26%, --,0.00,MXN
Risk Top Tactical,716-310-8729,risk tactical,Eligible,,Broad match,Search,Risk,MXN,15.00,April 2025,377,898,41.98%,3.37, --,1271.99, --,75.36%,78.74%,15.48,0,82.15, --,4.11%, --,5246.67,MXN
Risk Top Tactical,716-310-8729,tienda 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,January 2022,375,"1,656",22.64%,1.61, --,602.04, --,46.11%,86.41%,2.00,0,301.02, --,0.53%, --,3397.00,MXN
Risk Top Tactical,716-310-8729,5.11 mexico,Removed,removed,Exact match,Search,5.11,MXN,0,October 2020,374,901,41.51%,2.63, --,983.92, --,73.03%,97.78%,2.00,0,491.96, --,0.53%, --,510.00,MXN
Risk Top Tactical,716-310-8729,511,Eligible,,Broad match,Search,5.11,MXN,40.00,June 2024,373,"1,098",33.97%,3.13, --,1169.19, --,74.26%,94.81%,2.50,0,467.68, --,0.67%, --,10603.51,MXN
Risk Top Tactical,716-310-8729,botas 5.11,Eligible,,Broad match,Search,Botas 5.11,MXN,40.00,March 2026,369,"2,351",15.70%,2.63, --,972.23, --,69.80%,96.92%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,August 2022,367,855,42.92%,0.93, --,340.00, --,68.09%,96.09%,3.00,0,113.33, --,0.82%, --,9229.90,MXN
Risk Top Tactical,716-310-8729,511 tactical,Eligible,,Broad match,Search,5.11,MXN,40.00,May 2025,366,"1,476",24.80%,3.60, --,1318.05, --,70.64%,91.82%,4.00,0,329.51, --,1.09%, --,8590.10,MXN
Risk Top Tactical,716-310-8729,risk tactical,Eligible,,Broad match,Search,Risk,MXN,15.00,June 2025,363,988,36.74%,3.65, --,1325.25, --,94.50%,97.91%,7.94,0,166.99, --,2.19%, --,8765.55,MXN
Risk Top Tactical,716-310-8729,5.11 mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,May 2023,362,946,38.27%,2.91, --,1052.76, --,53.94%,96.67%,5.00,0,210.55, --,1.38%, --,12638.49,MXN
Risk Top Tactical,716-310-8729,5.11 clothing,Eligible,,Broad match,Search,Ropa 5.11,MXN,40.00,February 2026,362,"2,124",17.04%,1.74, --,629.33, --,53.50%,92.87%,3.00,0,209.51, --,0.83%, --,7.81,MXN
Risk Top Tactical,716-310-8729,accesorios tacticos militares,Removed,removed,Broad match,Search,5.11,MXN,0,April 2025,361,"3,756",9.61%,0.76, --,274.77, --,17.91%,65.57%,2.00,0,137.39, --,0.55%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 tactical mexico,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,March 2022,361,"2,523",14.31%,2.21, --,797.63, --,44.37%,74.94%,8.00,0,99.70, --,2.22%, --,0.00,MXN
Risk Top Tactical,716-310-8729,pantalon 5.11,Eligible,,Broad match,Search,Pantalones 5.11,MXN,40.00,March 2026,360,"1,917",18.78%,2.85, --,1025.75, --,68.86%,96.05%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,September 2022,359,"1,804",19.90%,1.48, --,530.53, --,55.74%,86.21%,4.00,0,132.63, --,1.11%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 tactical,Eligible,,Broad match,Search,5.11,MXN,40.00,March 2024,355,842,42.16%,1.68, --,594.92, --,80.20%,98.12%,1.00,0,594.92, --,0.28%, --,2450.01,MXN
Risk Top Tactical,716-310-8729,risk tactical,Eligible,,Broad match,Search,Risk,MXN,15.00,June 2024,355,717,49.51%,2.18, --,775.51, --,89.05%,94.37%,6.78,0,114.46, --,1.91%, --,10821.82,MXN
Risk Top Tactical,716-310-8729,american tactical mexico,Removed,removed,Broad match,Search,Risk,MXN,0,January 2025,355,"1,847",19.22%,1.03, --,364.83, --,27.11%,59.91%,8.00,0,45.60, --,2.25%, --,5300.00,MXN
Risk Top Tactical,716-310-8729,5.11,Eligible,,Broad match,Search,5.11,MXN,40.00,January 2022,354,"2,738",12.93%,0.86, --,305.72, --,17.59%,75.30%,2.00,0,152.86, --,0.56%, --,8900.00,MXN
Risk Top Tactical,716-310-8729,511 tactical,Eligible,,Broad match,Search,5.11,MXN,40.00,June 2024,350,831,42.12%,2.46, --,862.44, --,76.86%,97.23%,1.50,0,574.96, --,0.43%, --,93.51,MXN
Risk Top Tactical,716-310-8729,5.11 mexico,Removed,removed,Exact match,Search,5.11,MXN,0,April 2021,350,"1,072",32.65%,2.44, --,853.34, --,37.19%,90.02%,2.00,0,426.67, --,0.57%, --,7309.00,MXN
Risk Top Tactical,716-310-8729,tiendas tacticas,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,April 2023,350,"3,203",10.93%,1.59, --,555.60, --,28.56%,53.24%,13.00,0,42.74, --,3.71%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,November 2025,350,"1,875",18.67%,5.57, --,1950.07, --,61.81%,91.16%,108.65,0,17.95, --,31.04%, --,3050.01,MXN
Risk Top Tactical,716-310-8729,risk tactical,Eligible,,Broad match,Search,Risk,MXN,15.00,July 2025,349,977,35.72%,5.65, --,1971.51, --,90.59%,94.90%,15.09,0,130.62, --,4.32%, --,15329.09,MXN
Risk Top Tactical,716-310-8729,ropa 5.11,Eligible,,Broad match,Search,Ropa 5.11,MXN,40.00,March 2026,349,"1,559",22.39%,2.47, --,861.11, --,63.66%,94.96%,2.67,0,322.92, --,0.76%, --,520.00,MXN
Risk Top Tactical,716-310-8729,511 tactical,Eligible,,Broad match,Search,5.11,MXN,40.00,March 2025,347,"1,238",28.03%,2.54, --,880.71, --,49.58%,66.11%,3.00,0,293.57, --,0.86%, --,1765.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,June 2022,346,"1,271",27.22%,1.84, --,636.46, --,61.04%,89.37%,11.00,0,57.86, --,3.18%, --,0.00,MXN
Risk Top Tactical,716-310-8729,accesorios tacticos militares,Removed,removed,Broad match,Search,5.11,MXN,0,July 2023,344,"4,367",7.88%,1.24, --,426.93, --,11.59%,25.55%,11.00,0,38.81, --,3.20%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tiendas tacticas,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,July 2022,344,"3,050",11.28%,2.12, --,728.84, --,38.91%,57.71%,12.00,0,60.74, --,3.49%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,September 2021,343,"1,911",17.95%,2.94, --,1008.64, --,41.11%,81.34%,7.00,0,144.09, --,2.04%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,November 2024,341,"1,749",19.50%,3.07, --,1048.54, --,50.09%,79.62%,2.00,0,524.27, --,0.59%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,November 2023,340,"1,518",22.40%,3.09, --,1051.32, --,63.39%,89.92%,5.00,0,210.26, --,1.47%, --,7250.20,MXN
Risk Top Tactical,716-310-8729,5.11 mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,February 2023,339,672,50.45%,2.82, --,956.26, --,84.26%,98.35%,2.00,0,478.13, --,0.59%, --,1590.00,MXN
Risk Top Tactical,716-310-8729,ropa 5.11 tactical en mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,March 2022,339,"2,118",16.01%,1.96, --,663.89, --,36.36%,66.41%,2.00,0,331.95, --,0.59%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511,Eligible,,Broad match,Search,5.11,MXN,40.00,July 2025,338,"1,648",20.51%,4.50, --,1520.58, --,69.38%,88.99%,2.00,0,760.29, --,0.59%, --,671.25,MXN
Risk Top Tactical,716-310-8729,511,Eligible,,Broad match,Search,5.11,MXN,40.00,February 2025,337,"1,387",24.30%,2.94, --,991.64, --,51.03%,66.06%,6.00,0,165.27, --,1.78%, --,1840.74,MXN
Risk Top Tactical,716-310-8729,5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,October 2025,337,"1,808",18.64%,3.32, --,1118.61, --,58.05%,86.85%,123.01,0,9.09, --,36.50%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,July 2022,336,840,40.00%,1.32, --,444.05, --,63.25%,96.95%,3.00,0,148.02, --,0.89%, --,1894.26,MXN
Risk Top Tactical,716-310-8729,5.11 mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,October 2022,336,760,44.21%,1.15, --,386.62, --,73.82%,98.89%,3.00,0,128.87, --,0.89%, --,3832.00,MXN
