Title,Item ID,Clicks,Impr.,Orders,Currency code,Revenue,Cost,Product type (1st level),ROAS,CTR
PANTALON TACTICO 5.11 - APEX PANTS Khaki / 28 / 30,shopify_mx_6800174343_25227968967,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - FAST-TAC URBAN PANTS Battle Brown / 36 / 30,shopify_mx_9467052039_36658153193632,0,0,0,MXN,0,0,pantalones,0%,0.00%
MOCHILA TACTICA 5.11 - RUSH 24 2.0 Woodland Cam,shopify_mx_6321127653551_45749944615136,0,0,0,MXN,0,0,mochila,0%,0.00%
TENNIS TACTICOS 5.11 - 5.11 A/T MID WATERPROOF Black / 9 MX,shopify_mx_8017989861600_43934456185056,0,0,0,MXN,0,0,calzado,0%,0.00%
PLAYERA DEPORTIVA 5.11 - PT-R CHARGE S/S 2.0 Spartan Heather / Medium,shopify_mx_8050611650784_44027704869088,0,0,0,MXN,0,0,playera hombre,0%,0.00%
CHAMARRA DEPORTIVA 5.11 - PT-R EMILY FULL ZIP Burgandy Digital Camo / XS,shopify_mx_8547024240864_47178690527456,0,0,0,MXN,0,0,chamarra dama,0%,0.00%
SHORT TACTICO 5.11 - STRYKE SHORT Khaki / 44,shopify_mx_10182098503_41856611335,0,0,0,MXN,0,0,short,0%,0.00%
CAMISA TACTICA 5.11 - STRYKE MANGA CORTA Black / Large,shopify_mx_422401638437_28649301999668,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
PANTALON TACTICO 5.11 - TACLITE PRO PANTS Black / 38 / 32,shopify_mx_6945928775_22026922311,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - FAST-TAC CARGO PANTS Charcoal / 34 / 32,shopify_mx_10664622727_47433077620960,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - ICON PARA MUJER Black / 8,shopify_mx_5296258449568_34681816940704,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
PANTALON TACTICO 5.11 - RIDGE PANT Dark Navy / 30 / 30,shopify_mx_6956242174127_43215832875232,0,0,0,MXN,0,0,pantalones,0%,0.00%
Mochila táctica 5.11 Skyweight 36L Major Brown / L/XL,shopify_mx_8859578728672_47198541807840,4,551,0,MXN,0,9.21,mochila,0%,0.73%
"CINTURON TACTICO 5.11 - TDU 1.5"" INCH BELT Black / X-Large",shopify_mx_8050609750240_44027692581088,86,2885,0,MXN,0,159.84,cinturón,0%,2.98%
GUANTES TACTICOS 5.11 - COMPETITION SHOOTING GLV Kangaroo / 2X-Large,shopify_mx_7819836457184_43331338797280,2,241,0,MXN,0,21.2,guantes,0%,0.83%
CAMISA TACTICA 5.11 - PDU COLD RAPID MANGA LARGA Midnight Navy / S,shopify_mx_8684090982624_46280821407968,2,308,0,MXN,0,8,camisa hombre,0%,0.65%
"Camisa de Franela 5.11 Silverwood, Algodón, Botones Resistentes Shadow Green / XL",shopify_mx_8823292100832_46987874468064,0,100,0,MXN,0,0,camisa hombre,0%,0.00%
CHALECO TACTICO 5.11 - TACTEC PORTA PLACAS CON PLACAS DE PESO Ranger Green / PAR DE PLACAS DE 14 LIBRAS,shopify_mx_7844391649504_43372483182816,9,767,0,MXN,0,9.58,chaleco,0%,1.17%
SHORT TACTICO 5.11 - DART SHORT Kangaroo / 32,shopify_mx_6956138528943_47178709860576,7,276,0,MXN,0,17.78,short,0%,2.54%
Polo táctica 5.11 Archer Crest Black / XL,shopify_mx_8905311650016_47691681956064,0,21,0,MXN,0,0,polo hombre,0%,0.00%
Playera Táctica 5.11 Sulli UV Crew Short Sleeve - Protección UPF 50+ Diplomat Heather / XL,shopify_mx_8856326701280_47786109796576,0,3,0,MXN,0,0,playera hombre,0%,0.00%
PANTALON TACTICO 5.11 - APEX PANTS Ranger Green / 34 / 32,shopify_mx_6800174343_48069433852128,4,202,0,MXN,0,5.39,pantalones,0%,1.98%
PANTALON TACTICO 5.11 - ABR PRO PANT Kangaroo / 32 / 30,shopify_mx_6148260167855_37822551097519,5,214,0,MXN,0,9.33,pantalones,0%,2.34%
SUDADERA 5.11 - FRAME HOODIE PARA MUJER Black / L,shopify_mx_9094454083808_48404684505312,0,101,0,MXN,0,0,chamarra dama,0%,0.00%
"Bota táctica 5.11 A/T 8"" ARID | Rendimiento y soporte inigualables Coyote / 8 MX",shopify_mx_8017990287584_43934457200864,7,1049,0,MXN,0,14.28,calzado,0%,0.67%
CAMISA TACTICA 5.11 - MARKSMAN MANGA LARGA Volcanic / X-Large,shopify_mx_6037800812719_43331035627744,1,219,0,MXN,0,4.85,camisa hombre,0%,0.46%
Chamarra Táctica Poseidon 5.11 | Impermeable 20K/20K Storm / L,shopify_mx_8868891721952_47258550763744,2,183,0,MXN,0,2.45,chamarra,0%,1.09%
CHAMARRA TACTICA 5.11 - PT-R CATALYST CON CIERRE PARA MUJER Black / L,shopify_mx_8272350216416_44876390858976,1,125,0,MXN,0,1.05,chamarra dama,0%,0.80%
CHAMARRA DEPORTIVA 5.11 - PT-R CATALYST PRO Dark Earth / Large,shopify_mx_8050611749088_45710357201120,0,2,0,MXN,0,0,chamarra,0%,0.00%
GUANTES TACTICOS 5.11 - HIGH ABRASION 2.0 Kangaroo / Large,shopify_mx_8050610929888_44027699134688,111,7057,0,MXN,0,349.33,guantes,0%,1.57%
CHALECO 5.11 - TACONIC WEIGHT VEST Fig,shopify_mx_9447575716064_50120126136544,3,261,0,MXN,0,4.82,chaleco,0%,1.15%
SHORT TACTICO 5.11 - ARAMIS SHORT Storm / 32,shopify_mx_6956125323439_47482834813152,3,124,0,MXN,0,4.75,short,0%,2.42%
PANTALON TACTICO 5.11 - APEX PANTS Battle Brown / 30 / 30,shopify_mx_6800174343_45745295655136,0,73,0,MXN,0,0,pantalones,0%,0.00%
Playera táctica 5.11 Elite Blue Agave / L,shopify_mx_8905331015904_47482782056672,1,78,0,MXN,0,0.61,playera hombre,0%,1.28%
CAMISA 5.11 - IGOR MANGA LARGA Ranger Green 2 / L,shopify_mx_8950544662752_47636035633376,13,1015,0,MXN,0,27.55,camisa hombre,0%,1.28%
PANTALON TACTICO 5.11 - APEX PANTS Black / 40 / 30,shopify_mx_6800174343_45745295556832,1,116,0,MXN,0,1.08,pantalones,0%,0.86%
PANTALON TACTICO 5.11 - ICON PANTS Ranger Green / 34 / 32,shopify_mx_4422554419252_31510387097652,2,281,0,MXN,0,2.43,pantalones,0%,0.71%
JEAN 5.11 - DEFENDER-FLEX JEAN CORTE RECTO DW Indigo / 30 / 32,shopify_mx_9063079313632_48107266113760,0,40,0,MXN,0,0,jean,0%,0.00%
"BOTAS TACTICAS 5.11 - A/T 6"" Side Zip Boot 6 MX",shopify_mx_9635302965472_51243621155040,0,19,0,MXN,0,0,botas,0%,0.00%
CALCETINES 5.11 - SOCK AND AWE CREW PIZZA Large,shopify_mx_7919750447328_43624540373216,1,183,0,MXN,0,0.01,calcetines,0%,0.55%
CAMISA TACTICA 5.11 - MARKSMAN MANGA CORTA Volcanic / X-Large,shopify_mx_6762914513071_47641164775648,0,63,0,MXN,0,0,camisa hombre,0%,0.00%
Polo táctica 5.11 Helios Dark Navy / L,shopify_mx_8878564606176_47331223339232,0,167,0,MXN,0,0,polo hombre,0%,0.00%
CALCETINES 5.11 - SOCK AND AWE CREW SPARTAN Medium,shopify_mx_7919750775008_43624542273760,0,186,0,MXN,0,0,calcetines,0%,0.00%
CAMISA TACTICA 5.11 - MARKSMAN MANGA CORTA Covert Green / Medium,shopify_mx_6762914513071_47181634044128,5,400,0,MXN,0,6.3,camisa hombre,0%,1.25%
LEGGING 5.11 - VALKYRIE PARA MUJER Black / XL,shopify_mx_9448986476768_50124728434912,0,2,0,MXN,0,0,pantalones dama,0%,0.00%
Playera Táctica 5.11 Sulli UV Crew Short Sleeve - Protección UPF 50+ Covert Green Heather / S,shopify_mx_8856326701280_47174230868192,0,13,0,MXN,0,0,playera hombre,0%,0.00%
CAMISA TACTICA 5.11 - RAPID ASSAULT TDU Khaki / 2X-Large,shopify_mx_7819830296800_46280956838112,0,18,0,MXN,0,0,camisa hombre,0%,0.00%
"Camisa de Franela 5.11 Silverwood, Algodón, Botones Resistentes Blue Mussel / M",shopify_mx_8823292100832_46987874599136,0,90,0,MXN,0,0,camisa hombre,0%,0.00%
PANTALON TACTICO 5.11 - RIDGE PANT Black / 36 / 32,shopify_mx_6956242174127_43215696396512,0,135,0,MXN,0,0,pantalones,0%,0.00%
JEAN 5.11 - DEFENDER-FLEX JEAN CORTE RECTO Dark Night Wash / 30 / 32,shopify_mx_10669158087_45782229844192,4,150,0,MXN,0,2.46,jean,0%,2.67%
Pantalón Cepheus 5.11: Comodidad y Funcionalidad para Aventuras Black / 30,shopify_mx_8824796414176_46999460741344,0,16,0,MXN,0,0,pantalones,0%,0.00%
TENNIS TACTICOS 5.11 - A/T TRAINER Turbulence / 5 MX,shopify_mx_4489796059188_43331073376480,6,377,0,MXN,0,13.08,calzado,0%,1.59%
PLAYERA TACTICA 5.11 - SCOPE S/S TEE Pacific Navy / L,shopify_mx_8540925755616_45737168371936,2,168,0,MXN,0,1.92,playera hombre,0%,1.19%
PANTALON TACTICO 5.11 - ICON PARA MUJER Khaki / 2,shopify_mx_5296258449568_34681817006240,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
PLAYERA 5.11 - SULLI UV CREW MANGA LARGA Covert Green Heather / M,shopify_mx_8991192875232_47792240066784,0,0,0,MXN,0,0,playera hombre,0%,0.00%
CHAMARRA TACTICA 5.11 - RADAR PACKABLE HOODED JACKET Coyote / Large,shopify_mx_8050609881312_44027693367520,0,0,0,MXN,0,0,chamarra,0%,0.00%
CAMISA TACTICA 5.11 - ELLIS SHORT SLEEVE SHIRT Burgundy / X-Small,shopify_mx_6853236293807_47340522373344,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
PANTALON TACTICO 5.11 - SHELLA PARA MUJER Dark Navy / 10,shopify_mx_8272349888736_44876390105312,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
PANTALON TACTICO 5.11 - SPIRE PARA MUJER Kangaroo / 6,shopify_mx_8050611028192_45688803655904,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
JEAN 5.11 - DEFENDER-FLEX JEAN CORTE REGULAR Indigo / 36 / 32,shopify_mx_8691573293280_46315324276960,0,0,0,MXN,0,0,jean,0%,0.00%
PANTALON TACTICO 5.11 - APEX PANT PARA MUJER Black / 4,shopify_mx_8272360472800_44876410454240,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
PANTALON TACTICO 5.11 - SPIRE TIRO ALTO PARA MUJER Black / 2,shopify_mx_9449074819296_50125099008224,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
PANTALON TACTICO 5.11 - DEFENDER-FLEX JEAN-SLIM Stone Wash Charcoal / 36 / 30,shopify_mx_4422255018036_45773502808288,0,0,0,MXN,0,0,jean,0%,0.00%
SHORT TACTICO 5.11 - DART SHORT Stone / 34,shopify_mx_6956138528943_43331040346336,0,0,0,MXN,0,0,short,0%,0.00%
PANTALON TACTICO 5.11 - DEFENDER-FLEX JEAN-SLIM Stone Wash Charcoal / 40 / 32,shopify_mx_4422255018036_45773502972128,0,0,0,MXN,0,0,jean,0%,0.00%
Sujetador 5.11 PT-R Max Effort Racerback – Soporte Medio para Entrenos Lilac Grey / L,shopify_mx_8824951636192_47786128998624,0,0,0,MXN,0,0,playera mujer,0%,0.00%
CINTURON TACTICO 5.11- TRAVERSE DOUBLE BUCKLE Sandstone / Medium,shopify_mx_6959706695_28649264185396,0,0,0,MXN,0,0,cinturón,0%,0.00%
PANTALON TACTICO 5.11 - FAST-TAC URBAN PANTS Dark Navy / 36 / 32,shopify_mx_9467052039_36658153685152,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - SCOUT CHINO PANT Black / 34 / 32,shopify_mx_6965786247343_40811908497583,0,0,0,MXN,0,0,pantalones,0%,0.00%
SHORTS TACTICOS 5.11 - TACLITE PARA MUJER Khaki / 12,shopify_mx_7819825709280_43331313795296,0,0,0,MXN,0,0,short dama,0%,0.00%
Playera 5.11 Rocky Lockup Blue Agave / XL,shopify_mx_8858107085024_47185579213024,0,0,0,MXN,0,0,playera hombre,0%,0.00%
CAMISA TACTICA 5.11 - MOCK NECK MANGA LARGA PARA MUJER Uniform White / Small,shopify_mx_8261915017440_44826538410208,0,0,0,MXN,0,0,camisa mujer,0%,0.00%
CHAMARRA DEPORTIVA 5.11 - STRATOS 1/4 ZIP PARA MUJER Ranger Green / Small,shopify_mx_7928833343712_46285430784224,0,0,0,MXN,0,0,chamarra dama,0%,0.00%
GORRA 5.11 - CALIBER PROUD CAP Black / S/M,shopify_mx_8225754546400_47798009528544,0,0,0,MXN,0,0,gorra,0%,0.00%
JEAN 5.11 - DEFENDER-FLEX JEAN CORTE RECTO DW Indigo / 40 / 30,shopify_mx_9063079313632_48107266408672,0,0,0,MXN,0,0,jean,0%,0.00%
PANTALON TACTICO 5.11 - COVERT KHAKI 2 Black / 36 / 30,shopify_mx_6668098567_23214539719,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - RIDGE PANT Dark Earth / 32 / 34,shopify_mx_6956242174127_47005701767392,0,0,0,MXN,0,0,pantalones,0%,0.00%
TENNIS TACTICOS 5.11 - A/T TRAINER Gunsmoke / 6 MX,shopify_mx_4489796059188_44170609623264,12,2295,0,MXN,0,18.52,calzado,0%,0.52%
"Jogger PT-R Havoc 5.11 Resistencia, Comodidad y Visibilidad Ranger Green 2 / L",shopify_mx_8857235095776_47178600644832,1,310,0,MXN,0,0.68,pantalones,0%,0.32%
CHAMARRA TACTICA 5.11 - DUTY RAIN SHELL Dark Navy / XL,shopify_mx_8769707475168_46741841543392,14,733,0,MXN,0,25.13,chamarra,0%,1.91%
POUCH TACTICO 5.11 - SB RADIO POUCH (CM),shopify_mx_10207997383_4980466712613,1,547,0,MXN,0,1.06,pouch,0%,0.18%
CAMISA 5.11 - JEFFERSON MANGA LARGA Ranger Green / XL,shopify_mx_9094085935328_50124872286432,1,11,0,MXN,0,5.05,camisa hombre,0%,9.09%
PANTALON TACTICO 5.11 - TACLITE PRO PANTS Storm / 38 / 30,shopify_mx_6945928775_51204066312416,1,15,0,MXN,0,3.27,pantalones,0%,6.67%
CAMISA TACTICA 5.11 - PDU COLD RAPID MANGA LARGA Midnight Navy / L,shopify_mx_8684090982624_46280825929952,15,478,0,MXN,0,31.61,camisa hombre,0%,3.14%
PANTALON TACTICO 5.11 - MERIDIAN PANT Kangaroo / 32 / 30,shopify_mx_8050611323104_44027702214880,32,1717,0,MXN,0,30.55,pantalones,0%,1.86%
PANTALON TACTICO 5.11 - DEFENDER-FLEX JEAN-SLIM Indigo / 30 / 32,shopify_mx_4422255018036_45773516964064,7,286,0,MXN,0,49.5,jean,0%,2.45%
PANTALON TACTICO 5.11 - RIDGELINE PANTS Stone / 28 / 32,shopify_mx_6366412551_42105132551,0,55,0,MXN,0,0,pantalones,0%,0.00%
CAMISA TACTICA 5.11 - RAPID ASSAULT Dark Navy / Small,shopify_mx_7819830296800_43331328278752,1,189,0,MXN,0,1.68,camisa hombre,0%,0.53%
PANTALON DEPORTIVO 5.11 - KAIA TIGHT PARA MUJER Peacot / X-Small,shopify_mx_6956098191535_43331036676320,0,4,0,MXN,0,0,pantalones dama,0%,0.00%
CAMISA TACTICA 5.11 - V.XI SIGURD MANGA CORTA Range Red / S,shopify_mx_8529600807136_45710445379808,3,95,0,MXN,0,2.62,camisa hombre,0%,3.16%
GUANTES TACTICOS 5.11 - COMPETITION SHOTING GLV 2.0 Ranger Green / 2X-Large,shopify_mx_8050610831584_44027698708704,6,511,0,MXN,0,15.85,guantes,0%,1.17%
PANTALON TACTICO 5.11 - ABR PRO PANT Kangaroo / 40 / 30,shopify_mx_6148260167855_37822551359663,3,718,0,MXN,0,6.39,pantalones,0%,0.42%
SHORT 5.11 - HAVOC 5IN S,shopify_mx_9200564044000_48772420436192,0,26,0,MXN,0,0,short,0%,0.00%
PARCHE TACTICO 5.11 - FREEDOM IS NOT FREE,shopify_mx_5485025722528_35559842513056,0,113,0,MXN,0,0.07,parche,0%,0.00%
CHAMARRA 5.11 - CARMEN SHIRT JKT PARA MUJER Lilac Grey Plaid / L,shopify_mx_8990078173408_47785940910304,0,32,0,MXN,0,0,chamarra dama,0%,0.00%
Polo táctica 5.11 Helios Charcoal / M,shopify_mx_8878564606176_47331223568608,1,103,0,MXN,0,1.2,polo hombre,0%,0.97%
CAMISA TACTICA 5.11 - TACLITE PRO MANGA CORTA Dark Navy / 3X-Large,shopify_mx_7655389790432_43331049521376,2,32,0,MXN,0,1.44,camisa hombre,0%,6.25%
CAMISA TACTICA 5.11 - AERIAL MANGA CORTA Covert Green / X-Large,shopify_mx_3713045332020_47181622116576,0,156,0,MXN,0,0,camisa hombre,0%,0.00%
CHAMARRA TACTICA 5.11 - TAC-DRY RAINSHELL 2.0 Black / X-Large,shopify_mx_7928833573088_45749935702240,38,1721,0,MXN,0,49.27,chamarra,0%,2.21%
CAMISA TACTICA 5.11 - WATERPROOF RAPID OPS Dark Navy / Large,shopify_mx_7819826888928_43331318546656,20,581,0,MXN,0,23.34,camisa hombre,0%,3.44%
PANTALON TACTICO 5.11 - MERIDIAN PANT New DCU / 30 / 32,shopify_mx_8050611323104_47477883142368,0,102,0,MXN,0,0,pantalones,0%,0.00%
RELOJ 5.11 - PATHFINDER Black Camo,shopify_mx_8691628867808_48048606937312,29,2106,0,MXN,0,45.78,accesorio,0%,1.38%
"CINTURON TACTICO 5.11 - TDU 1.5"" INCH BELT Ranger Green / Large",shopify_mx_8050609750240_44027692712160,0,210,0,MXN,0,0,cinturón,0%,0.00%
CINTURON TACTICO 5.11 - MAVERICK EDC 1.5 BELT Ranger Green / Large,shopify_mx_8050610733280_45782319857888,4,289,0,MXN,0,6.79,cinturón,0%,1.38%
JEAN 5.11 - DEFENDER-FLEX JEAN CORTE RECTO Basic Blue Wash / 32 / 32,shopify_mx_9063079313632_48107265720544,2,89,0,MXN,0,2.8,jean,0%,2.25%
SHORT DEPORTIVO 5.11 - LANDOVER 9IN Blue Mussel / M,shopify_mx_8543371428064_45743428796640,0,32,0,MXN,0,0,short,0%,0.00%
CAMISA TACTICA 5.11 - MARKSMAN MANGA LARGA Volcanic / Small,shopify_mx_6037800812719_43331035398368,1,237,0,MXN,0,3.22,camisa hombre,0%,0.42%
PANTALON TACTICO 5.11 - RIDGE PANT Kangaroo / 36 / 30,shopify_mx_6956242174127_43222669689056,6,145,0,MXN,0,13.51,pantalones,0%,4.14%
CHAMARRA 5.11 - ROMPEVIENTOS PARA MUJER Clean Sage / X-Small,shopify_mx_8050610405600_44027696742624,2,167,0,MXN,0,3.88,chamarra dama,0%,1.20%
"BOTAS TACTICAS 5.11 - A/T 8"" Waterproof Side Zip Boot 8 MX",shopify_mx_9635302834400_51243620827360,0,39,0,MXN,0,0,botas,0%,0.00%
Chaleco Táctico 5.11 QR Plate Carrier (Base) Black / S/M,shopify_mx_8874739204320_47295436521696,40,4027,0,MXN,0,63.82,chaleco,0%,0.99%
SHORT DEPORTIVO 5.11 - PT-R HAVOC SHORT Pacific Navy Canopy Camo / Small,shopify_mx_8050611781856_50125119324384,0,1,0,MXN,0,0,short,0%,0.00%
BOTAS TACTICAS REEBOK WORK - HYPER VELOCITY 6 MX,shopify_mx_8596976468192_45929980166368,4,766,0,MXN,0,4.37,calzado,0%,0.52%
GORRA 5.11 - FLAG BEARER CAP Khaki,shopify_mx_7819834523872_44075275157728,5,282,0,MXN,0,7.18,gorra,0%,1.77%
CAMISA TACTICA 5.11 - TWILL PDU CLASS A PARA MUJER Midnight Navy / Large,shopify_mx_7819825447136_43331312517344,0,2,0,MXN,0,0,camisa mujer,0%,0.00%
CAMISA TACTICA 5.11 - MOCK NECK MANGA LARGA Uniform White / M,shopify_mx_8272348578016_44876387221728,1,299,0,MXN,0,1.18,camisa hombre,0%,0.33%
PANTALON TACTICO 5.11 - ABR PRO PANT PARA MUJER Dark Navy / 2 R,shopify_mx_6974614110383_43222704849120,18,795,0,MXN,0,34.84,pantalones dama,0%,2.26%
CAMISA TACTICA 5.11 - LIBERTY FLEX MANGA LARGA PARA MUJER Deep Sea / Large,shopify_mx_8096902512864_45750205350112,33,2830,0,MXN,0,100.89,camisa mujer,0%,1.17%
"CINTURON TACTICO 5.11 - TDU 1.5"" INCH BELT Coyote / Large",shopify_mx_8050609750240_44027692450016,3,312,0,MXN,0,2,cinturón,0%,0.96%
CHAMARRA TACTICA 5.11 - ARMS FULL ZIP JACKET Silver Tan / L,shopify_mx_8272351756512_44876396069088,5,372,0,MXN,0,17.17,chamarra,0%,1.34%
CHAMARRA 5.11 - KUMAU REVERSIBLE M,shopify_mx_9200565518560_48772430069984,0,46,0,MXN,0,0,chamarra,0%,0.00%
SHORTS 5.11 - NELL PARA MUJER Flint / 2,shopify_mx_7819831771360_43331331358944,0,1,0,MXN,0,0,short dama,0%,0.00%
PLAYERA 5.11 - WOODLAND MOTO LOGO Heather Grey / L,shopify_mx_8951273914592_47720713126112,0,4,0,MXN,0,0,playera hombre,0%,0.00%
CHAMARRA DEPORTIVA 5.11 - PT-R CATALYST PRO Volcanic / Medium,shopify_mx_8050611749088_44027705458912,0,183,0,MXN,0,0,chamarra,0%,0.00%
"CINTURON TACTICO 5.11 - TDU 1.75"" INCH BELT TDU Green / S",shopify_mx_8050610077920_44027693957344,1,28,0,MXN,0,1.23,cinturón,0%,3.57%
SHORT DEPORTIVO 5.11 - PT-R HAVOC SHORT Pacific Navy Canopy Camo / Medium,shopify_mx_8050611781856_50125119357152,0,2,0,MXN,0,0,short,0%,0.00%
CAMISA TACTICA 5.11 - V.XI SIGURD MANGA LARGA Black / L,shopify_mx_8540609708256_45735768096992,0,6,0,MXN,0,0,camisa hombre,0%,0.00%
CHAMARRA TACTICA 5.11 - ADVENTURE PRIMALOFT Trekking Green / L,shopify_mx_8272361488608_45709470335200,1,109,0,MXN,0,0.33,chamarra,0%,0.92%
PARCHE TACTICO 5.11 - BATTLE RATTLE DESERT,shopify_mx_7919752610016_43624548335840,0,86,0,MXN,0,0,parche,0%,0.00%
CAMISA 5.11 - IGOR MANGA LARGA Ranger Green 2 / S,shopify_mx_8950544662752_47636035567840,4,386,0,MXN,0,4.89,camisa hombre,0%,1.04%
CAMISA 5.11 - JANET PARA MUJER Clean Sage / X-Small,shopify_mx_7754500899040_45750172418272,0,0,0,MXN,0,0,camisa mujer,0%,0.00%
PANTALON TACTICO 5.11 - FAST-TAC CARGO PANTS Dark Navy / 30 / 32,shopify_mx_10664622727_31802866171956,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - MERIDIAN PANT Kangaroo / 30 / 32,shopify_mx_8050611323104_44027702182112,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - SHELLA PARA MUJER Dark Navy / 0,shopify_mx_8272349888736_44876389941472,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
CAMISA TACTICA 5.11 - TACLITE PRO MANGA LARGA Ranger Green / Medium,shopify_mx_7097054471_39508906049711,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
JEAN 5.11 - DEFENDER-FLEX JEAN CORTE RECTO Stone Wash Indigo / 34 / 30,shopify_mx_10669158087_45773568213216,0,0,0,MXN,0,0,jean,0%,0.00%
CAMISA TACTICA 5.11 - CAMS BASELAYER Black / Medium,shopify_mx_7819837047008_43331339518176,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
PANTALON TACTICO 5.11 - FAST-TAC URBAN PANTS Battle Brown / 28 / 30,shopify_mx_9467052039_36658152931488,0,0,0,MXN,0,0,pantalones,0%,0.00%
SHORT TACTICO 5.11 - HIKE-AMP Pacific Navy / S,shopify_mx_8685063766240_46285486751968,0,0,0,MXN,0,0,short,0%,0.00%
PANTALON TACTICO 5.11 - MERIDIAN PANT Mushroom / 34 / 30,shopify_mx_8050611323104_50120072757472,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - FAST-TAC CARGO PANTS Charcoal / 44 / 34,shopify_mx_10664622727_47433085812960,0,0,0,MXN,0,0,pantalones,0%,0.00%
BOLSA 5.11 - Skyweight Survival Plus Chest Pack,shopify_mx_9447748141280_50120716320992,0,0,0,MXN,0,0,--,0%,0.00%
CAMISA TACTICA 5.11 - IGOR DE CUADROS MANGA LARGA Black Plaid / Small,shopify_mx_7928833900768_44637893001440,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
PANTALON TACTICO 5.11 - ABR PRO PANT Dark Navy / 40 / 32,shopify_mx_6148260167855_37822551982255,0,0,0,MXN,0,0,pantalones,0%,0.00%
SHORT DEPORTIVO 5.11 - PT-R BROOKLYN PARA MUJER Black / XL,shopify_mx_8547027091680_45750937059552,0,0,0,MXN,0,0,short dama,0%,0.00%
PANTALON DEPORTIVO 5.11 - KAIA TIGHT PARA MUJER Tank Green / Small,shopify_mx_6956098191535_40711855636655,0,0,0,MXN,0,0,pantalones dama,0%,0.00%
PANTALON TACTICO 5.11 - SCOUT CHINO PANT Pacific Navy / 34 / 30,shopify_mx_6965786247343_40811909120175,0,0,0,MXN,0,0,pantalones,0%,0.00%
CHAMARRA TACTICA 5.11 - LEONE SOFTSHELL PARA MUJER Ranger Green / Small,shopify_mx_7928833179872_43922506776800,0,0,0,MXN,0,0,chamarra dama,0%,0.00%
CAMISA TACTICA 5.11 - GUNNER SOLID MANGA LARGA Turbulence / X-Large,shopify_mx_7928833409248_43654533152992,0,0,0,MXN,0,0,camisa hombre,0%,0.00%
PANTALON TACTICO 5.11 - TACLITE PRO PANTS Coyote / 32 / 30,shopify_mx_6945928775_45743544664288,0,0,0,MXN,0,0,pantalones,0%,0.00%
PANTALON TACTICO 5.11 - FAST-TAC CARGO PANTS Battle Brown / 36 / 30,shopify_mx_10664622727_45926286471,0,0,0,MXN,0,0,pantalones,0%,0.00%
MOCHILA 5.11 - SKYWEIGHT 24L Volcanic / L/XL,shopify_mx_9450239885536_50129357340896,4,42,0,MXN,0,1.19,--,0%,9.52%
CAMISA TACTICA 5.11 - TACLITE PRO MANGA LARGA Dark Navy / Medium,shopify_mx_7097054471_28649313599540,26,1041,0,MXN,0,44.25,camisa hombre,0%,2.50%
PANTALON TACTICO 12,shopify_mx_8050611060960_44027700412640,0,40,0,MXN,0,0,pantalones dama,0%,0.00%
PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Charcoal / 36 / 30,shopify_mx_3709626187828_34516699414688,4,114,0,MXN,0,3.15,pantalones,0%,3.51%
BOLSA TERMICA 5.11 - COOLER BAG PRINT,shopify_mx_9327741599968_49387188125920,4,100,0,MXN,0,10.22,bolsa,0%,4.00%
GORRA 5.11 - MULTICAM DAD HAT,shopify_mx_8782416347360_46778882621664,3,737,0,MXN,0,12.56,gorra,0%,0.41%
PANTALON DEPORTIVO 5.11 - PT-R LAYLA TIGHT PARA MUJER Spartan / L,shopify_mx_8684130304224_46281017884896,0,37,0,MXN,0,0,pantalones dama,0%,0.00%
PANTALON 5.11 - DEFENDER-FLEX PARA MUJER Code Red / 2 / Regular,shopify_mx_10669413639_46234842375,0,73,0,MXN,0,0,pantalones dama,0%,0.00%
SHORT TACTICO 5.11 - DART SHORT Scorpion Brown / 38,shopify_mx_6956138528943_44070124486880,0,19,0,MXN,0,0,short,0%,0.00%
PANTALON TACTICO 5.11 - WOMEN AVALON PANT PARA MUJER Ranger Green / 10,shopify_mx_8225754480864_44644444831968,2,286,0,MXN,0,38.96,pantalones dama,0%,0.70%
