Item ID,Title,Clicks,Orders,Revenue,Cost,ROAS,Recommended_Bucket,Reason
shopify_mx_8272351756512_44876396069088,CHAMARRA TACTICA 5.11 - ARMS FULL ZIP JACKET Silver Tan / L,5,0,0.0,17.17,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8840868364512_47093136785632,MOCHILA TACTICA 5.11 - LVC10 2.0 SLING PACK Iron Grey,18,0,0.0,17.15,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8272349888736_47792225517792,PANTALON TACTICO 5.11 - SHELLA PARA MUJER Ranger Green / 6,10,0,0.0,17.08,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_9052304507104_48067136061664,HEBILLA 5.11 - HARDPOINT MK1,7,0,0.0,16.99,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_7819830296800_46280956543200,CAMISA TACTICA 5.11 - RAPID ASSAULT TDU Green / Small,4,0,0.0,16.98,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8683912331488_46280253636832,"Sudadera PT-R Forged 5.11 – Funcionalidad, Estilo y Comodidad Sage Green / L",6,0,0.0,16.97,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8050610733280_44027697889504,CINTURON TACTICO 5.11 - MAVERICK EDC 1.5 BELT Black / X-Large,5,0,0.0,16.95,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_10669158087_45782229975264,JEAN 5.11 - DEFENDER-FLEX JEAN CORTE RECTO Dark Night Wash / 34 / 32,1,0,0.0,16.95,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_6037800812719_47001211732192,CAMISA TACTICA 5.11 - MARKSMAN MANGA LARGA Field Green / X-Large,6,0,0.0,16.86,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8225753825504_44957187047648,CHAMARRA TACTICA 5.11 - WARNER LT WEIGHT Old Gold / L,1,0,0.0,16.78,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_4422554419252_31510386245684,PANTALON TACTICO 5.11 - ICON PANTS Flint / 32 / 32,8,0,0.0,16.73,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8824796414176_48041089007840,Pantalón Cepheus 5.11: Comodidad y Funcionalidad para Aventuras Ranger Green / 34,4,0,0.0,16.66,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_9065232662752_48119178526944,PARCHE 5.11 - COUNTRY AND CAMO,2,0,0.0,16.64,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8905304768736_47482698498272,Botas tácticas 5.11 Speed 4.0 6 9 MX,7,0,0.0,16.61,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_7655389790432_42777653510368,CAMISA TACTICA 5.11 - TACLITE PRO MANGA CORTA Dark Navy / X-Large,10,0,0.0,16.53,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8991174099168_47792165978336,PARCHE 5.11 - FREEDOM FRIES,5,0,0.0,16.51,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8527464169696_45702374818016,CHAMARRA DEPORTIVA 5.11 - PT-R ARRIVE 1/4 ZIP FLEECE Shadow Green / M,5,0,0.0,16.5,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_6762914513071_47785575022816,CAMISA TACTICA 5.11 - MARKSMAN MANGA CORTA Greenstone / X-Large,4,0,0.0,16.43,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8050609815776_44027693039840,CINTURON TACTICO 5.11 - MAVERICK BATTLE BELT Kangaroo / M,13,0,0.0,16.38,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_9044344930528_48045503119584,SUDADERA 5.11 - FRAME HOODIE Black / L,5,0,0.0,16.36,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8557954269408_45782411575520,CINTURON TACTICO 5.11 - ALTA BELT XL,15,0,0.0,16.35,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8825107382496_47000988745952,Pantalón 5.11 Apex Softshell – Resistente al Clima y Cómodo Ranger Green 2 / 32 / 32,12,0,0.0,16.32,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_3709415751732_31517907091508,ACCESORIO TACTICO 5.11 - COVERT LARGE INSERT Sandstone / One size,2,0,0.0,16.3,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_7928833900768_44637893066976,CAMISA TACTICA 5.11 - IGOR DE CUADROS MANGA LARGA Black Plaid / Large,9,0,0.0,16.28,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8868891721952_47258550862048,Chamarra Táctica Poseidon 5.11 | Impermeable 20K/20K Dark Navy / M,8,0,0.0,16.21,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_4422554419252_31510385885236,PANTALON TACTICO 5.11 - ICON PANTS Black / 38 / 30,12,0,0.0,16.19,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_9093954011360_48403765756128,PANTALON TACTICO 5.11 - PEAK CARGO Mushroom / 34 / 30,11,0,0.0,16.12,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_7097054471_43331050143968,CAMISA TACTICA 5.11 - TACLITE PRO MANGA LARGA Storm / Small,13,0,0.0,16.1,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8860290908384_47201493582048,Botas Tácticas 5.11 A/T Elite GORE-TEX Mid - Comodidad y Durabilidad Black / 6 MX,14,0,0.0,16.06,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_6690410954927_44170408263904,CUBREBOCAS 5.11 Black / Medium,13,0,0.0,16.06,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8050612502752_44027707130080,SHORT TACTICO 5.11 - ICON SHORT Black / 30,15,0,0.0,16.03,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8272351297760_47898728366304,CAMISA TACTICA 5.11 - LESTER MANGA LARGA Diplomat Check / M,4,0,0.0,16.02,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8825107382496_47000988647648,Pantalón 5.11 Apex Softshell – Resistente al Clima y Cómodo Ranger Green 2 / 30 / 30,4,0,0.0,15.99,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_7928834359520_43654536757472,POUCH TACTICO 5.11 - FLEX FLASH BANG POUCH Black,7,0,0.0,15.94,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_6743473946799_39970907193519,POLO TACTICA 5.11 - CLASS A UNIFORM MANGA CORTA PARA MUJER Midnight Navy / Medium,11,0,0.0,15.93,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8050610110688_44119626252512,CINTURON TACTICO 5.11 - DOUBLE DUTY TDU BELT 1.75 Coyote / Small,14,0,0.0,15.88,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8017989861600_44170651664608,TENNIS TACTICOS 5.11 - 5.11 A/T MID WATERPROOF Umber Brown / 5 MX,10,0,0.0,15.87,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_6931237575_28549148679,PANTALON TACTICO 5.11 - STRYKE PARA MUJER Storm / 4 / Regular,2,0,0.0,15.86,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8050610831584_44027698708704,GUANTES TACTICOS 5.11 - COMPETITION SHOTING GLV 2.0 Ranger Green / 2X-Large,6,0,0.0,15.85,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8874744185056_47295554552032,Cummerbund QR 5.11 – Banda Lateral para Chaleco Táctico Black / L,8,0,0.0,15.85,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_6945928775_22026921799,PANTALON TACTICO 5.11 - TACLITE PRO PANTS Black / 30 / 32,3,0,0.0,15.79,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8272348578016_44876387090656,CAMISA TACTICA 5.11 - MOCK NECK MANGA LARGA Midnight Navy / M,3,0,0.0,15.77,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8823283646688_46987813585120,BOLSA TACTICA 5.11 - RUSH MOAB 3 Kangaroo,7,0,0.0,15.71,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_9032575189216_47913422848224,BOTAS TACTICAS 5.11 - CALIBER 8 Bark / 8 MX,2,0,0.0,15.66,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_7097054471_28649313435700,CAMISA TACTICA 5.11 - TACLITE PRO MANGA LARGA TDU Green / Large,12,0,0.0,15.66,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8825122652384_47001051496672,"Chamarra 5.11 Duty Softshell – Resistente, Cómoda y Funcional Ranger Green 2 / S",7,0,0.0,15.63,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8529600807136_45710445215968,CAMISA TACTICA 5.11 - V.XI SIGURD MANGA CORTA Dark Navy / XL,1,0,0.0,15.62,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_6321127653551_49386915660000,MOCHILA TACTICA 5.11 - RUSH 24 2.0 Fig,9,0,0.0,15.62,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_7640049516768_47296346652896,TENNIS TACTICOS 5.11 - TACTICAL A/T MID BOOT Black / 7 MX,18,0,0.0,15.61,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8050611749088_45710357037280,CHAMARRA DEPORTIVA 5.11 - PT-R CATALYST PRO Pacific Navy / Medium,2,0,0.0,15.53,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_7819824955616_43654535479520,CAMISA TACTICA 5.11 - IGOR SOLID MANGA LARGA Ranger Green / X-Large,10,0,0.0,15.51,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_6945928775_43540649378016,PANTALON TACTICO 5.11 - TACLITE PRO PANTS Dark Navy / 40 / 36,6,0,0.0,15.48,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_6037800812719_47785591898336,CAMISA TACTICA 5.11 - MARKSMAN MANGA LARGA Blueblood / Small,7,0,0.0,15.43,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_3709626187828_47882537304288,PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Ranger Green / 32 / 30,11,0,0.0,15.43,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8064140148960_45207236149472,PANTALON TACTICO 5.11 - EDGE CHINO 2.0 Black / 38 / 32,8,0,0.0,15.4,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_7928833638624_43654534234336,CHAMARRA TACTICA 5.11 - CHAMELEON SOFTSHELL 2.0 Dark Navy / Small,6,0,0.0,15.37,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_6959706695_45751595827424,CINTURON TACTICO 5.11- TRAVERSE DOUBLE BUCKLE Kangaroo / Small,7,0,0.0,15.29,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8546932228320_46403799285984,"Mochila 5.11 Responder 48, Resistente y Funcional Olympian",12,0,0.0,15.29,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_9059156492512_48097128349920,BOTAS TACTICAS 5.11 - ATAC 2.0 6 CST DESERT CON CASQUILLO 10 MX,5,0,0.0,15.27,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_583602962484_47341693370592,GORRO TACTICO 5.11 - BOONIE HAT MULTICAM Multicam / S/M,13,0,0.0,15.26,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8050610143456_44027694514400,CINTURON TACTICO 5.11 - DOUBLE DUTY TDU BELT 1.5'' Kangaroo / Large,12,0,0.0,15.19,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_7092386247_13892255416372,ACCESORIO TACTICO 5.11 - RIGID CUFF Tac OD / One Size,5,0,0.0,15.18,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_4422554419252_31517004333108,PANTALON TACTICO 5.11 - ICON PANTS Ranger Green / 30 / 30,3,0,0.0,15.15,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8824791826656_46999441703136,"Chaqueta V.XI XTU LT3: Rendimiento Ligero, Resistente al Agua y Cálida Dark Navy / XL",4,0,0.0,15.15,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8272361488608_44876414976224,CHAMARRA TACTICA 5.11 - ADVENTURE PRIMALOFT Black / M,6,0,0.0,15.15,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_7928833179872_48041259335904,CHAMARRA TACTICA 5.11 - LEONE SOFTSHELL PARA MUJER Mushroom / Medium,4,0,0.0,15.05,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_4422554419252_31510385786932,PANTALON TACTICO 5.11 - ICON PANTS Black / 34 / 32,13,0,0.0,15.0,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_9042321047776_48042142400736,SUDADERA 5.11 - TIGER CAMO S,8,0,0.0,14.96,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_9447797555424_50121012248800,POUCH 5.11 - SKYWEIGHT ACCESS Black,8,0,0.0,14.95,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8272349888736_47792225452256,PANTALON TACTICO 5.11 - SHELLA PARA MUJER Ranger Green / 2,3,0,0.0,14.94,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_7819834851552_44633227002080,CAMISA TACTICA 5.11 - FAST-TAC MANGA LARGA Dark Navy / X-Large,10,0,0.0,14.91,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_6945928775_22026922055,PANTALON TACTICO 5.11 - TACLITE PRO PANTS Black / 34 / 32,15,0,0.0,14.91,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_10664622727_45926285639,PANTALON TACTICO 5.11 - FAST-TAC CARGO PANTS Dark Navy / 38 / 32,6,0,0.0,14.89,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8878568308960_47331273670880,Pantalón táctico 5.11 Trail Black / 36 / 32,4,0,0.0,14.84,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8096902807776_44170684760288,BOTAS TACTICAS 5.11 - SPEED 4.0 8'' AR670-1 Dark Coyote / 8 MX,8,0,0.0,14.84,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_3709626187828_47882538025184,PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Dark Navy / 38 / 30,11,0,0.0,14.84,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8014192607456_43926438052064,CHAMARRA 5.11 - THERMEES INSULATOR PARA MUJER Ranger Green / X-Small,2,0,0.0,14.81,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8838962118880_47078464323808,CAMISA TACTICA 5.11 - V.XI XTU RAPID MANGA LARGA PARA MUJER Ranger Green 2 / M,5,0,0.0,14.81,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8951268671712_47635991363808,CAMISA 5.11 - OSCAR MANGA CORTA Tiger Camo / XL,2,0,0.0,14.8,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_3709626187828_47882537926880,PANTALON TACTICO 5.11 - STRYKE PANTS W/FLEX-TAC TM Dark Navy / 34 / 32,12,0,0.0,14.79,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8050610929888_44027699298528,GUANTES TACTICOS 5.11 - HIGH ABRASION 2.0 Ranger Green / X-Large,5,0,0.0,14.78,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8017990287584_43934457168096,"Bota táctica 5.11 A/T 8"" ARID | Rendimiento y soporte inigualables Coyote / 7 MX",14,0,0.0,14.78,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8014192902368_43926438871264,POUCH PORTA CARGADOR 5.11 - FLEX DOUBLE PISTOL COVER MAG POUCH Kangaroo,4,0,0.0,14.78,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_6853236293807_45735864500448,CAMISA TACTICA 5.11 - ELLIS SHORT SLEEVE SHIRT Titan Grey / X-Large,1,0,0.0,14.73,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_4348483338292_39633617846447,BOTAS TACTICAS 5.11 - XPRT 2.0 TACTICAL URBAN BOOT Black / 5 MX,10,0,0.0,14.7,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8951268671712_47635991331040,CAMISA 5.11 - OSCAR MANGA CORTA Tiger Camo / L,6,0,0.0,14.69,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_9059156492512_48097128251616,BOTAS TACTICAS 5.11 - ATAC 2.0 6 CST DESERT CON CASQUILLO 7 MX,14,0,0.0,14.68,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_6956242174127_43215833039072,PANTALON TACTICO 5.11 - RIDGE PANT Dark Navy / 34 / 30,10,0,0.0,14.66,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_9200216342752_48771029106912,BOLSA 5.11 - MOAB 3 CAMO Multicam,13,0,0.0,14.65,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8769722155232_46741874933984,CHAMARRA TACTICA 5.11 - STATION Black / S,10,0,0.0,14.62,0.0,Zombies,insufficient_data_<30_clicks
shopify_mx_8860290908384_47201504297184,Botas Tácticas 5.11 A/T Elite GORE-TEX Mid - Comodidad y Durabilidad DK US Coyote / 5 MX,12,0,1074.5,14.58,73.7,Zombies,insufficient_data_<30_clicks
shopify_mx_7928833179872_43922506318048,CHAMARRA TACTICA 5.11 - LEONE SOFTSHELL PARA MUJER Ranger Green / Large,13,0,0.0,14.57,0.0,Zombies,insufficient_data_<30_clicks
